"OBJECTID","DISCOVERY_DOY","FIRE_YEAR","FIRE_DATE","SEASON","STAT_CAUSE","STAT_CAUSE_DESCR","STATE","FIRE_SIZE"
1479989,260,2011,2011-09-17,"Summer","Equipment Use","Equipment Use","CA",1
13283,220,2006,2006-08-08,"Summer","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.5
1137145,175,1992,1992-06-23,"Summer","Miscellaneous","Miscellaneous","CA",0.5
1722802,231,2014,2014-08-19,"Summer","Miscellaneous","Miscellaneous","CA",0.1
1875910,124,2015,2015-05-04,"Spring","Missing/Undefined","Missing/Undefined","CA",0.1
48657,299,1992,1992-10-25,"Fall","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.1
311917,109,2005,2005-04-19,"Spring","Arson","Arson","CA",0.1
282894,294,2006,2006-10-21,"Fall","Arson","Arson","CA",0.1
1126732,116,1992,1992-04-25,"Spring","Equipment Use","Equipment Use","CA",0.1
1080655,169,1994,1994-06-18,"Spring","Equipment Use","Equipment Use","CA",1
1876661,265,2010,2010-09-22,"Summer","Campfire/Children/Smoking/Fireworks","Children","CA",1
313359,153,2007,2007-06-02,"Spring","Arson","Arson","CA",0.3
125253,205,2000,2000-07-23,"Summer","Miscellaneous","Miscellaneous","CA",0.1
309769,140,2001,2001-05-20,"Spring","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.3
1780710,250,2014,2014-09-07,"Summer","Miscellaneous","Miscellaneous","CA",0.1
1113675,185,2007,2007-07-04,"Summer","Miscellaneous","Miscellaneous","CA",0.3
1074826,241,2002,2002-08-29,"Summer","Miscellaneous","Miscellaneous","CA",0.5
1074136,112,2001,2001-04-22,"Spring","Miscellaneous","Miscellaneous","CA",0.1
1072875,222,1996,1996-08-09,"Summer","Arson","Arson","CA",4
1132764,176,2001,2001-06-25,"Summer","Equipment Use","Equipment Use","CA",1
1659148,330,2013,2013-11-26,"Fall","Miscellaneous","Miscellaneous","CA",1
1072926,268,1996,1996-09-24,"Fall","Equipment Use","Equipment Use","CA",0.3
47363,170,1992,1992-06-18,"Spring","Lightning","Lightning","CA",0.1
1182360,217,2010,2010-08-05,"Summer","Equipment Use","Equipment Use","CA",1
1137177,185,1992,1992-07-03,"Summer","Miscellaneous","Miscellaneous","CA",0.1
1083019,135,1999,1999-05-15,"Spring","Arson","Arson","CA",1
1872537,287,2010,2010-10-14,"Fall","Lightning","Lightning","CA",1.63
191778,199,1994,1994-07-18,"Summer","Equipment Use","Equipment Use","CA",0.1
1061537,219,2003,2003-08-07,"Summer","Lightning","Lightning","CA",0.1
1853843,107,2015,2015-04-17,"Spring","Missing/Undefined","Missing/Undefined","CA",0.5
1637686,242,2013,2013-08-30,"Summer","Lightning","Lightning","CA",0.25
141962,300,2001,2001-10-27,"Fall","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.1
1811585,169,2015,2015-06-18,"Spring","Equipment Use","Equipment Use","CA",1
1067871,290,1993,1993-10-17,"Fall","Equipment Use","Equipment Use","CA",3
1122885,16,2008,2008-01-16,"Winter","Miscellaneous","Miscellaneous","CA",1
1095297,190,1993,1993-07-09,"Summer","Equipment Use","Equipment Use","CA",0.3
215924,189,1993,1993-07-08,"Summer","Equipment Use","Equipment Use","CA",0.1
310304,143,2002,2002-05-23,"Spring","Equipment Use","Equipment Use","CA",0.1
1079490,220,1992,1992-08-07,"Summer","Campfire/Children/Smoking/Fireworks","Smoking","CA",13
141154,220,2001,2001-08-08,"Summer","Lightning","Lightning","CA",138
1873123,171,2013,2013-06-20,"Spring","Miscellaneous","Miscellaneous","CA",0.1
1614621,70,2012,2012-03-10,"Winter","Equipment Use","Equipment Use","CA",0.12
1129480,247,2008,2008-09-03,"Summer","Miscellaneous","Miscellaneous","CA",1
113180,200,1998,1998-07-19,"Summer","Arson","Arson","CA",75
1871436,223,2015,2015-08-11,"Summer","Missing/Undefined","Missing/Undefined","CA",0.25
112113,289,1998,1998-10-16,"Fall","Miscellaneous","Miscellaneous","CA",0.1
1121181,276,1997,1997-10-03,"Fall","Equipment Use","Equipment Use","CA",0.1
1114407,209,1995,1995-07-28,"Summer","Lightning","Lightning","CA",10
1875207,243,2013,2013-08-31,"Summer","Arson","Arson","CA",21
1110206,210,2005,2005-07-29,"Summer","Equipment Use","Equipment Use","CA",7
1097302,267,1999,1999-09-24,"Fall","Miscellaneous","Miscellaneous","CA",0.1
56991,248,1993,1993-09-05,"Summer","Miscellaneous","Miscellaneous","CA",0.1
1510030,256,2011,2011-09-13,"Summer","Campfire/Children/Smoking/Fireworks","Children","CA",1
1513497,191,2011,2011-07-10,"Summer","Arson","Arson","CA",0.25
1087454,258,2003,2003-09-15,"Summer","Debris Burning","Debris Burning","CA",0.1
1722856,334,2014,2014-11-30,"Fall","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.6
1068932,222,2000,2000-08-09,"Summer","Miscellaneous","Miscellaneous","CA",0.1
1059704,187,2000,2000-07-05,"Summer","Lightning","Lightning","CA",0.2
1131091,123,1996,1996-05-02,"Spring","Arson","Arson","CA",10
213575,152,1992,1992-05-31,"Spring","Lightning","Lightning","CA",0.1
47598,192,1992,1992-07-10,"Summer","Equipment Use","Equipment Use","CA",290
1805489,113,2015,2015-04-23,"Spring","Lightning","Lightning","CA",0.25
1654413,251,2013,2013-09-08,"Summer","Missing/Undefined","Missing/Undefined","CA",1
283054,221,2007,2007-08-09,"Summer","Arson","Arson","CA",0.2
1793190,232,2015,2015-08-20,"Summer","Arson","Arson","CA",0.1
192343,184,1999,1999-07-03,"Summer","Campfire/Children/Smoking/Fireworks","Campfire","CA",2
1130930,298,1995,1995-10-25,"Fall","Equipment Use","Equipment Use","CA",0.3
1085658,223,1995,1995-08-11,"Summer","Campfire/Children/Smoking/Fireworks","Smoking","CA",0.2
1643909,140,2013,2013-05-20,"Spring","Debris Burning","Debris Burning","CA",0.2
1074103,277,2000,2000-10-03,"Fall","Equipment Use","Equipment Use","CA",0.2
1113490,189,2006,2006-07-08,"Summer","Miscellaneous","Miscellaneous","CA",0.5
1114444,279,1993,1993-10-06,"Fall","Lightning","Lightning","CA",0.1
215596,323,1999,1999-11-19,"Fall","Powerline/Railroad/Structure","Powerline","CA",2
1136914,137,1992,1992-05-16,"Spring","Miscellaneous","Miscellaneous","CA",0.1
1077259,259,2007,2007-09-16,"Summer","Miscellaneous","Miscellaneous","CA",0.1
4911,242,2005,2005-08-30,"Summer","Miscellaneous","Miscellaneous","CA",0.1
1071164,119,2010,2010-04-29,"Spring","Campfire/Children/Smoking/Fireworks","Children","CA",1
1098858,205,1992,1992-07-23,"Summer","Miscellaneous","Miscellaneous","CA",15
319037,193,2002,2002-07-12,"Summer","Lightning","Lightning","CA",0.4
1082511,260,1997,1997-09-17,"Summer","Arson","Arson","CA",0.1
1110838,250,2008,2008-09-06,"Summer","Campfire/Children/Smoking/Fireworks","Children","CA",0.3
1070861,330,2008,2008-11-25,"Fall","Miscellaneous","Miscellaneous","CA",0.1
127798,188,2000,2000-07-06,"Summer","Equipment Use","Equipment Use","CA",0.3
1508049,227,2011,2011-08-15,"Summer","Debris Burning","Debris Burning","CA",0.01
369066,262,2005,2005-09-19,"Summer","Miscellaneous","Miscellaneous","CA",0.1
1145075,182,1999,1999-07-01,"Summer","Equipment Use","Equipment Use","CA",4
1133313,265,2002,2002-09-22,"Summer","Equipment Use","Equipment Use","CA",0.3
316455,171,2006,2006-06-20,"Spring","Equipment Use","Equipment Use","CA",0.3
311159,243,2003,2003-08-31,"Summer","Lightning","Lightning","CA",0.1
117483,143,1999,1999-05-23,"Spring","Debris Burning","Debris Burning","CA",0.3
1075229,218,2003,2003-08-06,"Summer","Miscellaneous","Miscellaneous","CA",0.1
1607912,294,2012,2012-10-20,"Fall","Arson","Arson","CA",0.05
80888,247,1995,1995-09-04,"Summer","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.2
1074926,77,2003,2003-03-18,"Winter","Debris Burning","Debris Burning","CA",0.5
1118687,231,1993,1993-08-19,"Summer","Lightning","Lightning","CA",0.1
1093962,279,1994,1994-10-06,"Fall","Miscellaneous","Miscellaneous","CA",0.1
319744,73,2004,2004-03-13,"Winter","Arson","Arson","CA",0.5
1098847,173,1992,1992-06-21,"Summer","Equipment Use","Equipment Use","CA",0.1
116981,17,1999,1999-01-17,"Winter","Miscellaneous","Miscellaneous","CA",0.1
94330,166,1996,1996-06-14,"Spring","Powerline/Railroad/Structure","Railroad","CA",55
1102125,208,1992,1992-07-26,"Summer","Miscellaneous","Miscellaneous","CA",10
70905,271,1994,1994-09-28,"Fall","Lightning","Lightning","CA",0.1
1116546,268,1993,1993-09-25,"Fall","Equipment Use","Equipment Use","CA",0.1
1094539,226,1998,1998-08-14,"Summer","Debris Burning","Debris Burning","CA",1
1135658,138,2008,2008-05-17,"Spring","Equipment Use","Equipment Use","CA",1
1112365,175,1992,1992-06-23,"Summer","Lightning","Lightning","CA",0.5
1062277,39,2003,2003-02-08,"Winter","Debris Burning","Debris Burning","CA",0.25
367979,253,2004,2004-09-09,"Summer","Miscellaneous","Miscellaneous","CA",0.1
48059,191,1992,1992-07-09,"Summer","Equipment Use","Equipment Use","CA",0.5
1097164,155,2002,2002-06-04,"Spring","Equipment Use","Equipment Use","CA",0.8
1137110,161,1992,1992-06-09,"Spring","Miscellaneous","Miscellaneous","CA",0.1
1123877,248,1997,1997-09-05,"Summer","Arson","Arson","CA",1
243779,177,1992,1992-06-25,"Summer","Arson","Arson","CA",0.2
1111215,283,2008,2008-10-09,"Fall","Miscellaneous","Miscellaneous","CA",1.5
1059902,36,2000,2000-02-05,"Winter","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.1
1076291,150,2006,2006-05-30,"Spring","Miscellaneous","Miscellaneous","CA",2
313807,304,2007,2007-10-31,"Fall","Miscellaneous","Miscellaneous","CA",0.1
1121525,197,2008,2008-07-15,"Summer","Lightning","Lightning","CA",1
1114402,268,1994,1994-09-25,"Fall","Lightning","Lightning","CA",0.5
1072065,133,1994,1994-05-13,"Spring","Equipment Use","Equipment Use","CA",2
1083645,227,2002,2002-08-15,"Summer","Arson","Arson","CA",3
1136373,234,2009,2009-08-22,"Summer","Equipment Use","Equipment Use","CA",0.5
1135179,157,2007,2007-06-06,"Spring","Miscellaneous","Miscellaneous","CA",0.3
281757,180,2001,2001-06-29,"Summer","Arson","Arson","CA",5
1607671,148,2012,2012-05-27,"Spring","Debris Burning","Debris Burning","CA",0.1
1508768,202,2011,2011-07-21,"Summer","Missing/Undefined","Missing/Undefined","CA",0.41
1080911,226,1994,1994-08-14,"Summer","Miscellaneous","Miscellaneous","CA",0.2
156013,170,2003,2003-06-19,"Spring","Debris Burning","Debris Burning","CA",0.1
1132600,339,2000,2000-12-04,"Fall","Debris Burning","Debris Burning","CA",0.1
16602,261,2006,2006-09-18,"Summer","Equipment Use","Equipment Use","CA",0.2
1103100,298,1996,1996-10-24,"Fall","Equipment Use","Equipment Use","CA",0.1
1070089,19,2007,2007-01-19,"Winter","Miscellaneous","Miscellaneous","CA",10
314340,333,2000,2000-11-28,"Fall","Equipment Use","Equipment Use","CA",0.4
33227,174,2008,2008-06-22,"Summer","Lightning","Lightning","CA",0.01
1725600,278,2014,2014-10-05,"Fall","Lightning","Lightning","CA",0.25
1878868,189,2014,2014-07-08,"Summer","Missing/Undefined","Missing/Undefined","CA",0.1
1625951,126,2012,2012-05-05,"Spring","Miscellaneous","Miscellaneous","CA",1
1496176,299,2011,2011-10-26,"Fall","Missing/Undefined","Missing/Undefined","CA",0.1
361301,202,1997,1997-07-21,"Summer","Equipment Use","Equipment Use","CA",17
1607779,36,2012,2012-02-05,"Winter","Miscellaneous","Miscellaneous","CA",0.01
95899,145,1996,1996-05-24,"Spring","Lightning","Lightning","CA",0.1
1067708,237,1992,1992-08-24,"Summer","Equipment Use","Equipment Use","CA",30
81264,239,1995,1995-08-27,"Summer","Miscellaneous","Miscellaneous","CA",1
311173,246,2003,2003-09-03,"Summer","Lightning","Lightning","CA",0.1
360760,214,1996,1996-08-01,"Summer","Equipment Use","Equipment Use","CA",0.5
1582971,217,2012,2012-08-04,"Summer","Missing/Undefined","Missing/Undefined","CA",1
1567837,245,2012,2012-09-01,"Summer","Campfire/Children/Smoking/Fireworks","Smoking","CA",0.1
284194,213,2008,2008-07-31,"Summer","Arson","Arson","CA",1
1480174,216,2011,2011-08-04,"Summer","Debris Burning","Debris Burning","CA",0.1
1511746,189,2011,2011-07-08,"Summer","Missing/Undefined","Missing/Undefined","CA",0.5
157304,246,2003,2003-09-03,"Summer","Lightning","Lightning","CA",0.1
1795220,214,2015,2015-08-02,"Summer","Lightning","Lightning","CA",0.1
1130518,253,1994,1994-09-10,"Summer","Miscellaneous","Miscellaneous","CA",0.2
1626196,195,2012,2012-07-13,"Summer","Campfire/Children/Smoking/Fireworks","Smoking","CA",0.1
1088725,188,2008,2008-07-06,"Summer","Miscellaneous","Miscellaneous","CA",0.5
1143368,275,2005,2005-10-02,"Fall","Equipment Use","Equipment Use","CA",0.1
1098080,241,2005,2005-08-29,"Summer","Miscellaneous","Miscellaneous","CA",1
284149,117,2008,2008-04-26,"Spring","Arson","Arson","CA",0.1
281986,172,2002,2002-06-21,"Summer","Arson","Arson","CA",0.1
1729861,157,2014,2014-06-06,"Spring","Missing/Undefined","Missing/Undefined","CA",0.1
119137,235,1999,1999-08-23,"Summer","Lightning","Lightning","CA",0.1
1795214,160,2015,2015-06-09,"Spring","Lightning","Lightning","CA",1.3
1215950,239,2010,2010-08-27,"Summer","Missing/Undefined","Missing/Undefined","CA",0.1
1100841,198,2004,2004-07-16,"Summer","Equipment Use","Equipment Use","CA",0.5
156019,194,2003,2003-07-13,"Summer","Miscellaneous","Miscellaneous","CA",0.1
21522,244,2007,2007-09-01,"Summer","Lightning","Lightning","CA",0.1
1095787,209,1994,1994-07-28,"Summer","Arson","Arson","CA",1
1878009,121,2015,2015-05-01,"Spring","Missing/Undefined","Missing/Undefined","CA",0.25
371764,268,2007,2007-09-25,"Fall","Arson","Arson","CA",0.1
219298,310,1996,1996-11-05,"Fall","Debris Burning","Debris Burning","CA",0.1
216398,110,1996,1996-04-19,"Spring","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.1
216447,133,1996,1996-05-12,"Spring","Miscellaneous","Miscellaneous","CA",0.2
1635261,262,2012,2012-09-18,"Summer","Missing/Undefined","Missing/Undefined","CA",0.12
150115,177,2002,2002-06-26,"Summer","Lightning","Lightning","CA",0.1
309651,292,2000,2000-10-18,"Fall","Equipment Use","Equipment Use","CA",30
1513774,158,2011,2011-06-07,"Spring","Miscellaneous","Miscellaneous","CA",1
282869,264,2006,2006-09-21,"Summer","Arson","Arson","CA",0.1
1101731,208,2008,2008-07-26,"Summer","Miscellaneous","Miscellaneous","CA",1
314498,181,2001,2001-06-30,"Summer","Campfire/Children/Smoking/Fireworks","Children","CA",0.1
216608,190,1996,1996-07-08,"Summer","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.5
69660,271,1994,1994-09-28,"Fall","Lightning","Lightning","CA",0.1
1112124,175,1993,1993-06-24,"Summer","Miscellaneous","Miscellaneous","CA",0.1
192138,186,1995,1995-07-05,"Summer","Arson","Arson","CA",0.3
1133428,145,2003,2003-05-25,"Spring","Equipment Use","Equipment Use","CA",0.1
120606,205,1999,1999-07-24,"Summer","Lightning","Lightning","CA",0.1
38239,215,2009,2009-08-03,"Summer","Lightning","Lightning","CA",0.5
1108443,182,2008,2008-06-30,"Summer","Miscellaneous","Miscellaneous","CA",0.1
1132273,163,1995,1995-06-12,"Spring","Miscellaneous","Miscellaneous","CA",0.1
217047,174,1998,1998-06-23,"Summer","Campfire/Children/Smoking/Fireworks","Children","CA",3
1118116,243,1992,1992-08-30,"Summer","Equipment Use","Equipment Use","CA",0.1
1139715,220,1995,1995-08-08,"Summer","Campfire/Children/Smoking/Fireworks","Children","CA",3
317905,171,2008,2008-06-19,"Spring","Miscellaneous","Miscellaneous","CA",0.1
1572600,130,2012,2012-05-09,"Spring","Missing/Undefined","Missing/Undefined","CA",0.1
1876099,235,2010,2010-08-23,"Summer","Campfire/Children/Smoking/Fireworks","Smoking","CA",0.01
71275,211,1994,1994-07-30,"Summer","Arson","Arson","CA",0.1
1854644,162,2015,2015-06-11,"Spring","Missing/Undefined","Missing/Undefined","CA",0.01
283586,222,2005,2005-08-10,"Summer","Miscellaneous","Miscellaneous","CA",1
1121092,184,1995,1995-07-03,"Summer","Equipment Use","Equipment Use","CA",0.1
1620773,267,2012,2012-09-23,"Fall","Miscellaneous","Miscellaneous","CA",1
191376,189,1997,1997-07-08,"Summer","Arson","Arson","CA",0.3
190997,295,1994,1994-10-22,"Fall","Arson","Arson","CA",0.1
48594,250,1992,1992-09-06,"Summer","Campfire/Children/Smoking/Fireworks","Children","CA",25
1512967,140,2011,2011-05-20,"Spring","Missing/Undefined","Missing/Undefined","CA",0.01
370542,210,2006,2006-07-29,"Summer","Miscellaneous","Miscellaneous","CA",0.1
1652578,140,2013,2013-05-20,"Spring","Missing/Undefined","Missing/Undefined","CA",0.1
191429,245,1997,1997-09-02,"Summer","Arson","Arson","CA",0.1
129811,269,2000,2000-09-25,"Fall","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.1
25175,223,2007,2007-08-11,"Summer","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.1
1070898,168,2009,2009-06-17,"Spring","Equipment Use","Equipment Use","CA",0.3
1655679,109,2013,2013-04-19,"Spring","Missing/Undefined","Missing/Undefined","CA",0.1
1854839,173,2015,2015-06-22,"Summer","Missing/Undefined","Missing/Undefined","CA",0.1
1788457,284,2014,2014-10-11,"Fall","Missing/Undefined","Missing/Undefined","CA",0.2
48053,176,1992,1992-06-24,"Summer","Lightning","Lightning","CA",0.5
113158,290,1998,1998-10-17,"Fall","Equipment Use","Equipment Use","CA",0.1
1075765,203,2004,2004-07-21,"Summer","Equipment Use","Equipment Use","CA",0.1
1094296,242,1996,1996-08-29,"Summer","Miscellaneous","Miscellaneous","CA",2
1788855,137,2014,2014-05-17,"Spring","Missing/Undefined","Missing/Undefined","CA",0.25
1086027,286,1996,1996-10-12,"Fall","Miscellaneous","Miscellaneous","CA",0.2
1107123,74,1997,1997-03-15,"Winter","Miscellaneous","Miscellaneous","CA",0.1
217140,194,1998,1998-07-13,"Summer","Equipment Use","Equipment Use","CA",1
1142625,348,1999,1999-12-14,"Fall","Miscellaneous","Miscellaneous","CA",0.3
1874565,240,2010,2010-08-28,"Summer","Miscellaneous","Miscellaneous","CA",0.1
155794,272,2003,2003-09-29,"Fall","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.1
1090071,132,1996,1996-05-11,"Spring","Miscellaneous","Miscellaneous","CA",2
1083708,347,2002,2002-12-13,"Fall","Debris Burning","Debris Burning","CA",0.1
1097514,149,2001,2001-05-29,"Spring","Equipment Use","Equipment Use","CA",3
1069305,139,2004,2004-05-18,"Spring","Miscellaneous","Miscellaneous","CA",4
1140752,243,1996,1996-08-30,"Summer","Equipment Use","Equipment Use","CA",0.3
1130052,190,1993,1993-07-09,"Summer","Campfire/Children/Smoking/Fireworks","Children","CA",0.3
1722981,137,2014,2014-05-17,"Spring","Equipment Use","Equipment Use","CA",0.5
113380,246,1998,1998-09-03,"Summer","Equipment Use","Equipment Use","CA",0.5
1873111,228,2012,2012-08-15,"Summer","Missing/Undefined","Missing/Undefined","CA",0.12
1114699,194,2001,2001-07-13,"Summer","Debris Burning","Debris Burning","CA",3
121000,138,1999,1999-05-18,"Spring","Miscellaneous","Miscellaneous","CA",0.1
1144372,210,1995,1995-07-29,"Summer","Miscellaneous","Miscellaneous","CA",0.3
216257,224,1995,1995-08-12,"Summer","Campfire/Children/Smoking/Fireworks","Smoking","CA",3
1107970,172,2006,2006-06-21,"Summer","Miscellaneous","Miscellaneous","CA",1.5
370264,151,2006,2006-05-31,"Spring","Campfire/Children/Smoking/Fireworks","Smoking","CA",0.1
1871479,201,2015,2015-07-20,"Summer","Miscellaneous","Miscellaneous","CA",9
29788,173,2008,2008-06-21,"Summer","Lightning","Lightning","CA",0.25
319788,124,2004,2004-05-03,"Spring","Arson","Arson","CA",0.1
1074750,187,2002,2002-07-06,"Summer","Equipment Use","Equipment Use","CA",10
1087248,278,2002,2002-10-05,"Fall","Campfire/Children/Smoking/Fireworks","Children","CA",0.1
192053,319,1993,1993-11-15,"Fall","Campfire/Children/Smoking/Fireworks","Children","CA",0.3
154684,326,2002,2002-11-22,"Fall","Miscellaneous","Miscellaneous","CA",0.1
310334,155,2002,2002-06-04,"Spring","Miscellaneous","Miscellaneous","CA",0.1
1844791,172,2015,2015-06-21,"Summer","Miscellaneous","Miscellaneous","CA",0.12
147951,202,2002,2002-07-21,"Summer","Lightning","Lightning","CA",0.1
319110,220,2002,2002-08-08,"Summer","Campfire/Children/Smoking/Fireworks","Campfire","CA",0.1
